,title,review
1707,"선생님, 이제 그만 저 좀 포기해 주세요","한의사가 전하는 암 병동에서의 휴머니즘이라고 해서 의아해 했습니다.암인데 한방 병원도 가는구나, 한의사도 암 치료를 하는구나 했지요.환자의 몸 상태, 마음 상태를 세심하게 살펴주는 의사쌤 이야기입니다."
1708,충동과 광기의 암호를 해독하다,인간 내면의 충동과 광기가 표출되어 발생하는 끔찍한 강력범죄 사건들을 알기 쉽게 설명해주는 책입니다.
1709,샤먼문명,"글쎄요.. 갓이 무속의 ‘굿’이라는 말과 연관이 된다, 그러면서 영어에서의 god과 다르지 않다, 산스크리트어에서 수소를 의미하는 gud과 유사하다(241페이지). 라는 식인데… 너무 자의적이고 지레짐작(그럴 것이다, 지나치지 않다 등등)이 많습니다(죄다 그런 식). 타당한지 의문이 많이 드네요."
1710,눈으로 만든 사람,"읽는 내내 좀 고통스러웠는데, 그냥 내가 예민해서 그렇게 느끼는 건가 싶다가 끝에 붙은 평론을 읽으니 이 작가 작품세계가 원래 그런 것 같다. 다시 선뜻 손이 가지는 않을 듯."
1711,펀 홈 : 가족 희비극,어떤 관계망을 형성하지 않고 내 존재를 설명하기란 쉬운 일 아니다. 더구나 그 망이 가족이란 인연 안에서라면 더더욱. 불완전하고도 퀴어한 폭력성을 지닌 아빠가 두 팔을 벌리고 나를 받아줄 준비를 한다. 우리는 서로가 서로에게 그런 존재였을까? 아빠. 아름답고도 폭력적이었고 불완전했던 아빠
1712,퇴근 후 스마트스토어로 투잡하기,지금 스마트스토어 열고있는데요!! 진짜 너무 꼼꼼해서 따로 다른분들께 묻지않고도 가능하네요!이렇게 정보 다 채워넣어주셔도 되나 싶을정도로 꼼꼼히 챙겨주셔서 너무 도움받고있는 책입니다!!
1713,만화 캐릭터 배색 교과서,일본 특유의 캐주얼하고 맑은 배색을 원하시는 분들께 추천 드리는 책! 쨍한 것을 좋아하다 보니 도움이 많이 될 것 같습니다.
1714,바다의 긴 꽃잎,"스페인 내전 때 칠레로 망명한 후 겪어야 했던 오십년 넘는 세월. 가족, 사랑, 일, 정치, 친구…. 그 속에 우리의 삶도 있다"
1715,우리가 다른 귀신을 불러오나니,"평소 남들에게 쉽게 말하지 못했던 불편함은 없고 오로지 사이다를 마신듯한 쾌감이 느껴집니다. 몇몇 에피소드들은 단편이라는 게 너무 아쉬울 정도로 흥미진진하다가 갑자기 끊긴다고 느껴질 수도 있는데 뒷내용은 독자가 상상할 수 있다는 것이 단편의 장점이기에, 여운이 남아 더 좋았던 것같아요."
1716,쉽게 배우는 일러스트 비법,일러스트의 기본기 뿐만 아니라 실력 향상에 도움이 되는 책으로 추천해요
1717,,Hello 베이비 Hi 맘 1 이라는 책을 이번에 처음 접하게 되었어.이미 50만부 넘게 팔린 책이고 이번에 개정판이 나온거라고 하더라구요. 안에 mp3 음원도 들어있어서 듣고 따라할 수 있어서 좋고 아이에게 공부하라고 하기전에 내가 먼저 시작하기로 했어요!
1718,아이의 슬픔과 기쁨,이주란 작가의 안나.. 어떤 아이들의 슬픔을.. 한가운데를 관통하더라.
1719,,"게임이론에 관한 책은 처음 읽었는데, 이해하기 쉬워서 좋았습니다."
1720,여름과 루비,"성장소설이라고 하기엔, ‘여름’의 유년은 다 커버린 어른의 ‘시절’과 비슷하거나 더 성숙해 보인다. 아픔이 켜켜이 쌓이고 끝내 걷어낼 수 없는 상처를 어깨 위에 무겁게 얹고는 우리에게 조곤조곤 고백한다."
1721,살의의 대담,"유명 배우와 추리소설 대작가 두 인물의 잡지 대담~화려함과 유명세 뒤에 감춰진 추악한 진실, 죽음과 죽임으로 얽히고 설킨 인물들의 관계..자신이 원하는 걸 얻기 위해 인간은 어디까지 잔인해질 수 있는지를 적나라하게 보여주는 소설..진짜 무서운건 귀신이 아니라 추악함을 감춘 인간이라는..#살의의대담#후지사키쇼#엘릭시르#북클럽문학동네"
1722,세상에서 가장 짧은 한국사,역사라고 하면 지긋지긋했는데한권의 책으로 한국사를 파악할 수 있어서너무 좋아요 중학생 우리아들도 좋아하네요
1723,불편한 편의점 (40만부 기념 벚꽃 에디션),아이 문제집 사려고 들어왔다 벚꽃 표지가 맘에 들어서 구매했어요. 아가씨때는 그래도 간간히 서점도 가고 책도 사고했는데 어느 순간 안가지더라고요. 전자책이 간편하기도 하고요. 이상한 편의점은 저에게는 힐링이 되네요. 작가님의 다른 책도 찾아서 봐야겠어요.
1724,한 권으로 읽는 컴퓨터 구조와 프로그래밍,"컴퓨터 지식의 기초에 해당하는 부분들을 최대한 폭넓게 소개하고 있는 책입니다. 몇 챕터 씩 유관 내용끼리 묶어서 대학교 한 과목 수준의 양이 나올 주제들을 다루다 보니 심도 있는 를 다루고 있지는 않지만, 실용적인 측면에서는 매우 훌륭한 책이에요."
1725,헤어질 결심 각본,돌아서면 가로막는 서래 목소리각본이여 미결을 걷어 가 다오
1726,이혼 후 처음 2,남주 여주 감정이 너무 별로였어요. 아쉬운 마음이 많이 들었던 이야기였습니다.
1727,"부동산 투자, 흐름이 정답이다",아파트 투자의 바탕이 되는 시장 흐름의 이해와 분석 방법.
1728,제주국제학교 완벽 가이드,제주국제학교 준비를 위한 최고의 안내서! 강추합니다!!
1729,추운 나라에서 돌아온 스파이,본격 스파이가 직접 차린 스파이물. 숨막히는 긴장감과 몰입감에 남은 쪽 줄어드는 게 너무 아쉽다. 영화보다 영화같은 책!
1730,10년 동안 적금밖에 모르던 39세 김 과장은 어떻게 1년 만에 부동산 천재가 됐을까?,"내가 살고 있는 부동산의 시작부터 끝까지 꿰뚫어 보기 위한 모든 것을 담은 책. 도시의 형성과정과 모든 종류의 부동산 투자 기본을 통해 시장을 이해하는 폭을 넓혀준다. 거래시기와 지역 선정, 투자물 찾는 방법까지 속시원하게 정리했다."
1731,초월하는 세계의 사랑,심너울 작가님을 알게 되어 기뻐요.
1732,2022 에듀윌 한국사능력검정시험 2주끝장 심화,2주 끝장으로 단번에 한능검 심화 1급 합격해버리자! 난 공부만 하면 된다!
1733,살의의 대담,굉장히 독특한 형식의 소설. 세세한 것까지 따지지 않는다면 재미로는 최고.
1734,한국을 빛낸 100명의 위인들,"세종대왕이 어떻게 없을 수 있는지...?? 실수로라도 빼먹을 수가 있는 인물인가요?실제로 위인도 아닌 황진이나 이수일과 심순애, 김두한, 홍길동, 임꺽정은 넣어놓고....아이가 이 노래를 너무 너무 좋아하고 가사에 나오는 인물을 매일 물어보긴 하는데... 작사가의 사상이 미심쩍어서 못 사겠네요"
1735,2022·2023 에듀윌 한국사 능력 검정시험 2주끝장 기본,한국사능력검정시험을 준비하고 있는 분이라면 강력 추천하는 교재입니다! 에듀윌 한국사능력검정시험 2주끝장 심화교재로 2주만에 한국사 끝장내보려구요!!!
1736,아몬드 (반양장),삶은 여러 맛을 지닌채 그저 흘러간다. 나는 부딪혀 보기로 했다. 언제나 그러했듯 삶이 내게 오는만큼. 그리고 내가 느낄 수 있는 딱 그만큼을.
1737,대박 쉽게 숙제하는 법,너무 재미있게 읽었어요. 아이들의 고민이 다 해결됐는지 아닌지는 모르지만 어쨌든 그 순간 모두가 행복했으니 이거야말로 세계 평화입니다!
1738,비둘기의 날개,번역이 정말 비극적인 코미디에요. 서점에서 보고 너무 신기하고 어리둥절해서 구입까지 해서 봤습니다. 원문 펼쳐놓고 dual reading 하면서 보는데 거의 중국 기예단 공연 보는 느낌의 꼬이고 비틀린 문장들이 기본적인 주술 호응도 안된 채로 쏟아져요. 헨리 제임스한테 이래도 되는 걸까요.
1739,,혹시 AC의 극솟값이 이해가 안가는데 foc= 1-100x-2=0 이후부터 soc까지 이해가 안가는데 설명해주실 수 있나요?
1740,홍각의 판도라 1,무슨 느낌인지는 알겠다. 공각기동대 만화판의 향 조금에다가 오타쿠 요소를 듬뿍 넣었다... 굳이 봐야하나 생각이듬... 이거 보느니 그냥 공각 만화판을 한번 더 읽는게 낫지 않을까?
1741,태백산맥 3,저는 염상진의 처 걸크러쉬 죽산댁을 응원합니다
1742,꽃을 달래는 햇살,"그림체가 너무 러프같아서 거슬려요; 개인차는 있겠지만 너무 러프같아서 컷 자체가 선명히 보이질 않으니 전달에 오류까지 생길 정도에요. 딱보면 무슨 상황, 그림인지 알아야하는데 종종 응? 하게 됩니다. 그리고 상상을 하고 봐서 그런지 몸의 꽃이 좀 징그럽게 느껴졌어요ㅠㅠ 뽑아내는 과정들도ㅠ"
1743,우리가 다른 귀신을 불러오나니,신선하고 재미있는 이야기들.굳이 여성이라는 경계를 만들지 않았어도 좋았을 듯.
1744,우리가 다른 귀신을 불러오나니,배송전부터 기대한 책이었다예정된 표지가 더 예쁘게 바뀌어서 더 좋았고읽으면서도 좀 더 길었으면 하는 아쉬움이 들었다
1745,충동과 광기의 암호를 해독하다,악의 마음을 분석한 놀라운 책~
1746,콜센터의 말,"살면서 콜센터에 전화를 한번도 하지 않는 사람은 없을텐데, 어떤 에피소드들이 담겨 있을지 궁금하다."
1747,우리가 다른 귀신을 불러오나니,끝까지 읽기를 잘했다
1748,우리가 다른 귀신을 불러오나니,"한국사회에 만연한, 여성이라면 공감하지 않을 수 없는 이야기라 더 섬뜩함이 느껴졌던 것 같습니다."
1749,학문의 즐거움 (양장),왜 배워야하는지 배운다는 것이 어떤 즐거움을 주는지를 발견하고 깨달을 수 있다면 얼마나 좋을지 기대하며 소장해봅니다
1750,우리가 다른 귀신을 불러오나니,기대됩니다!
1751,우리가 다른 귀신을 불러오나니,공포라는 감정이 그 대상에 대해 알지 못하는 것에서 온다면그 감정으로부터 오는 충격을 잘 이해하고 있는 것은 여자들이 아닐까?
1752,2022 에듀윌 한국사능력검정시험 2주끝장 심화,최신기출문제 유형이 반영된 문제들과 실제시험과 유사한 문제들로 구성되어 있어서 시험대비 교재로 수험생들에게 유용한 교재에요
1753,회계원리,"한글자,한문장마다 저자의 정성이느껴지는 책입니다. 삼독만 하시면 회계의 기초를 탄탄히 다질 수 있습니다."
1754,쥘 베른 베스트 컬렉션 세트 - 전11권,김석희 번역이란 말에 열림원 신경좀 썼구나 싶네
1755,두 얼굴의 백신,아직 읽고있는중이지만 전체적으로 번역이 너무 아쉽다. 번역이 많이 미흡해보임.
1756,진짜 진짜 괜찮아,진호처럼 내성적이고 착한 딸을 위해 구매한 책입니다. 실제 이런일을 겪진않았지만 친구들과 놀며 속상했던 적이 있었을 것 같아요. 이 책을 읽으면서 서로 이야기해보고 딸아이의 마음을 따뜻하게 안아줄 수 있었습니다.
1757,오늘 한 끼 어떠셨나요?,안가본곳이 대부분이라 가봤던곳 나오면 엄청 반갑네요^^ 음식 설명과 사진안내가 친절히 되어있어서 편하게 찾아가 볼 수 있을것 같아요. 어느 장을 펼쳐도 그냥 첫 시작처럼 볼 수 있다는점도 매력이네요~
1758,부동산의 속성,이책은 부동산 투자 시장의 관점을 다시 한번 재정립 하게 해주는 책으로서 투자 뿐만 아니라 주거관점에서도 읽어볼만한 충분한 내용이 많이 담겨 있는 책이라고 볼수 있습니다.
1759,나혼자 끝내는 독학 프랑스어 첫걸음,프랑스어 입문 책으로 최고! 강의와 함께 쉽고 빠르게 배울 수 있다
1760,돈그릇을 키우는 6가지 방법,거창한 제목에 비해 소박한 문체. 하지만 가슴깊히 달라붙는 삶과 돈에 대한 철학. 구체적이고 재미있는 서술로 쉽게 잘 읽히지만 내용이 결코 가볍지 않습니다. 인생의 지혜를 책으로 나누어주셔서 감사합니다. 나도 어렸을때 뭐라도 좀 팔아볼걸^^;
1761,아가씨와 충견군 7,진짜 넘 재밌다… 8권 어떻게 기다려ㅠㅠ
1762,심정호흡,작가님 다른 작품도 빨리 이북구매해서 볼게요
1763,"솔직하게, 온순하게 길들이기",저랑 안 맞네요 표제작도 애매함만 가득했습니다
1764,2022 에듀윌 한국사능력검정시험 2주끝장 심화,"시대별 키워드, 유물 및 유적지, 지도 등 꼭 외워야하는 개념들이 잘 정리되어있습니다! 분철노트 형식이라 필기하기에도 편하고 좋습니다!"
1765,유기견 로망스,강아지가 귀엽습니다 남는건 오로지 강아지뿐
1766,야호선,전달하고자 하는 주제와 의미가 충분히 담긴 한 권.
